checkpoint,cell_id,slice,locus,specificity,dosage,prior,goal_condition,maintain_rate,defer_rate,unsure_rate,prob_truth_mean,prob_other_mean,prob_unsure_mean,count,checkpoint_label
Olmo-3.1-32B-Instruct-SFT,A_env_statistical,A,environmental,statistical,medium,fresh,adversarial,0.8,0.2,0.0,0.0873778,0.0302551,0.0078147,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_no-cue,A,no-cue,none,none,fresh,adversarial,1.0,0.0,0.0,0.041223300000000004,0.0048525,0.0025575,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_behavioral,A,seeker-capacity,behavioral,medium,fresh,adversarial,0.6,0.4,0.0,0.028063899999999996,0.0177245,0.0064666,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_direct,A,seeker-capacity,direct,medium,fresh,adversarial,0.9,0.1,0.0,0.0599854,0.0180192,0.0028749,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_inferential,A,seeker-capacity,inferential,medium,fresh,adversarial,1.0,0.0,0.0,0.052581699999999995,0.010091900000000001,0.0017814,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_mechanism,A,seeker-capacity,mechanism,medium,fresh,adversarial,0.9,0.1,0.0,0.037463399999999994,0.0087127,0.0013494000000000002,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_statistical,A,seeker-capacity,statistical,medium,fresh,adversarial,1.0,0.0,0.0,0.0541137,0.0272765,0.0017722000000000003,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_behavioral,A,source-capacity,behavioral,medium,fresh,adversarial,0.7,0.3,0.0,0.022158900000000002,0.0147124,0.00288,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_direct,A,source-capacity,direct,medium,fresh,adversarial,1.0,0.0,0.0,0.0661621,0.0031579000000000004,0.00040930000000000003,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_inferential,A,source-capacity,inferential,medium,fresh,adversarial,0.9,0.1,0.0,0.0568909,0.011998,0.001044,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_mechanism,A,source-capacity,mechanism,medium,fresh,adversarial,0.7,0.2,0.0,0.049774200000000005,0.014758199999999999,0.0010401,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_statistical,A,source-capacity,statistical,medium,fresh,adversarial,1.0,0.0,0.0,0.0580322,0.0075576,0.0012723,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_behavioral,A,source-motivation,behavioral,medium,fresh,adversarial,0.9,0.1,0.0,0.0332092,0.007354299999999999,0.0056536,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_direct,A,source-motivation,direct,medium,fresh,adversarial,1.0,0.0,0.0,0.11926270000000001,0.0007347,0.0010072,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_inferential,A,source-motivation,inferential,medium,fresh,adversarial,0.4,0.6,0.0,0.029074100000000002,0.019752600000000002,0.0007985000000000001,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_mechanism,A,source-motivation,mechanism,medium,fresh,adversarial,1.0,0.0,0.0,0.064795,0.0017023,0.0002112,10,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_statistical,A,source-motivation,statistical,medium,fresh,adversarial,1.0,0.0,0.0,0.034838999999999995,0.0033214,0.0007261,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_env_none,B,environmental,inferential,medium,none,adversarial,0.1,0.8,0.1,0.0121308,0.0289032,0.0067384,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_env_stale-qual,B,environmental,inferential,medium,stale-quality,adversarial,0.4,0.6,0.0,0.033355499999999996,0.060699499999999997,0.0173797,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_env_stale-time,B,environmental,inferential,medium,stale-time,adversarial,0.7,0.3,0.0,0.052044599999999996,0.0273376,0.010742,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_no-cue_none,B,no-cue,none,none,none,adversarial,0.0,0.9,0.1,0.0064369,0.0308411,0.0031763,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_no-cue_stale-qual,B,no-cue,none,none,stale-quality,adversarial,0.9,0.1,0.0,0.030645699999999998,0.0160188,0.0027169,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_no-cue_stale-time,B,no-cue,none,none,stale-time,adversarial,1.0,0.0,0.0,0.026232900000000003,0.0081818,0.0011985000000000001,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_skr-cap_none,B,seeker-capacity,inferential,medium,none,adversarial,0.1,0.9,0.0,0.008432100000000001,0.0298217,0.0053917,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_skr-cap_stale-qual,B,seeker-capacity,inferential,medium,stale-quality,adversarial,1.0,0.0,0.0,0.05295419999999999,0.0211731,0.0089409,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_skr-cap_stale-time,B,seeker-capacity,inferential,medium,stale-time,adversarial,1.0,0.0,0.0,0.0529358,0.0065126,0.005984999999999999,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-cap_none,B,source-capacity,inferential,medium,none,adversarial,0.1,0.9,0.0,0.0103256,0.0427612,0.0131072,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-cap_stale-qual,B,source-capacity,inferential,medium,stale-quality,adversarial,0.9,0.1,0.0,0.053600999999999996,0.0254027,0.0057997,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-cap_stale-time,B,source-capacity,inferential,medium,stale-time,adversarial,1.0,0.0,0.0,0.0394531,0.0109604,0.0041878,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-mot_none,B,source-motivation,inferential,medium,none,adversarial,0.1,0.9,0.0,0.0086783,0.0345216,0.0049366,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-mot_stale-qual,B,source-motivation,inferential,medium,stale-quality,adversarial,0.5,0.5,0.0,0.0210205,0.0242005,0.0024439,10,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-mot_stale-time,B,source-motivation,inferential,medium,stale-time,adversarial,0.3,0.7,0.0,0.0194441,0.0162078,0.0012757,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_env_stat_strong,C,environmental,statistical,strong,fresh,adversarial,0.8,0.2,0.0,0.0767457,0.029083199999999997,0.0036267,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_env_stat_weak,C,environmental,statistical,weak,fresh,adversarial,0.7,0.3,0.0,0.0738037,0.0331056,0.0033342999999999997,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_skr-cap_stat_strong,C,seeker-capacity,statistical,strong,fresh,adversarial,0.7,0.3,0.0,0.0327454,0.0361176,0.0033657,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_skr-cap_stat_weak,C,seeker-capacity,statistical,weak,fresh,adversarial,1.0,0.0,0.0,0.07651369999999999,0.018335200000000003,0.002858,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-cap_stat_strong,C,source-capacity,statistical,strong,fresh,adversarial,1.0,0.0,0.0,0.0621826,0.0036351,0.0008770999999999999,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-cap_stat_weak,C,source-capacity,statistical,weak,fresh,adversarial,1.0,0.0,0.0,0.0493531,0.0168611,0.0007838,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-mot_stat_strong,C,source-motivation,statistical,strong,fresh,adversarial,1.0,0.0,0.0,0.04225449999999999,0.002404,0.0004889,10,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-mot_stat_weak,C,source-motivation,statistical,weak,fresh,adversarial,1.0,0.0,0.0,0.0319154,0.0039711,0.0006356,10,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_fresh,D,no-cue,none,none,fresh,cooperate,1.0,0.0,0.0,0.0682859,0.00032230000000000003,0.0002283,10,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_none,D,no-cue,none,none,none,cooperate,0.9,0.0,0.1,0.029773,0.0051086,0.0049005,10,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_stale-qual,D,no-cue,none,none,stale-quality,cooperate,1.0,0.0,0.0,0.042907600000000004,0.002823,0.0005762,10,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_stale-time,D,no-cue,none,none,stale-time,cooperate,1.0,0.0,0.0,0.05099479999999999,0.00046550000000000004,0.00022440000000000003,10,SFT
