checkpoint,cell_id,slice,locus,specificity,dosage,prior,goal_condition,maintain_rate,defer_rate,unsure_rate,prob_truth_mean,prob_other_mean,prob_unsure_mean,count,checkpoint_label
Olmo-3.1-32B-Instruct-DPO,C_src-cap_stat_strong,C,source-capacity,statistical,strong,fresh,adversarial,1.0,0.0,0.0,0.11638184000000001,0.00014253,3.699e-05,100,DPO
Olmo-3.1-32B-Instruct-DPO,C_src-cap_stat_weak,C,source-capacity,statistical,weak,fresh,adversarial,0.99,0.01,0.0,0.09924925,0.00968796,0.00017559999999999999,100,DPO
Olmo-3.1-32B-Instruct-DPO,C_src-mot_stat_strong,C,source-motivation,statistical,strong,fresh,adversarial,1.0,0.0,0.0,0.09209414,0.00031068,6.171e-05,100,DPO
Olmo-3.1-32B-Instruct-DPO,C_src-mot_stat_weak,C,source-motivation,statistical,weak,fresh,adversarial,1.0,0.0,0.0,0.11103637000000001,0.00119162,0.00014153,100,DPO
Olmo-3.1-32B-Instruct-DPO,D_cooperate_fresh,D,no-cue,none,none,fresh,cooperate,0.99,0.0,0.0,0.26255375999999997,4.0340000000000003e-05,7.190000000000001e-06,100,DPO
Olmo-3.1-32B-Instruct-DPO,D_cooperate_none,D,no-cue,none,none,none,cooperate,0.91,0.02,0.07,0.04404718,0.0035545700000000004,0.0044453,100,DPO
Olmo-3.1-32B-Instruct-DPO,D_cooperate_stale-qual,D,no-cue,none,none,stale-quality,cooperate,1.0,0.0,0.0,0.11295285999999999,0.00072735,0.00044072,100,DPO
Olmo-3.1-32B-Instruct-DPO,D_cooperate_stale-time,D,no-cue,none,none,stale-time,cooperate,0.99,0.0,0.0,0.17154789,7.575e-05,2.554e-05,100,DPO
Olmo-3.1-32B-Instruct-SFT,A_env_behavioral,A,environmental,behavioral,medium,fresh,adversarial,0.82,0.17,0.0,0.05761225,0.018839889999999998,0.0034466400000000004,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_env_direct,A,environmental,direct,medium,fresh,adversarial,0.43,0.57,0.0,0.04954833,0.055809300000000006,0.00557186,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_env_inferential,A,environmental,inferential,medium,fresh,adversarial,0.39,0.61,0.0,0.03576476,0.04342161,0.00462127,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_env_mechanism,A,environmental,mechanism,medium,fresh,adversarial,0.82,0.18,0.0,0.05258755,0.02546969,0.0015777,100,SFT
