checkpoint,cell_id,slice,locus,specificity,dosage,prior,goal_condition,maintain_rate,defer_rate,unsure_rate,prob_truth_mean,prob_other_mean,prob_unsure_mean,count,checkpoint_label
Olmo-3.1-32B-Instruct-SFT,A_env_statistical,A,environmental,statistical,medium,fresh,adversarial,0.86,0.12,0.0,0.07683961,0.0357492,0.0048027799999999995,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_no-cue,A,no-cue,none,none,fresh,adversarial,0.96,0.04,0.0,0.04023405,0.00698635,0.00044008,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_behavioral,A,seeker-capacity,behavioral,medium,fresh,adversarial,0.87,0.13,0.0,0.02768677,0.011383240000000001,0.00293716,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_direct,A,seeker-capacity,direct,medium,fresh,adversarial,0.95,0.05,0.0,0.04623137,0.01563696,0.00148026,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_inferential,A,seeker-capacity,inferential,medium,fresh,adversarial,0.95,0.05,0.0,0.045352180000000006,0.01050613,0.00181311,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_mechanism,A,seeker-capacity,mechanism,medium,fresh,adversarial,0.92,0.08,0.0,0.02343659,0.008171850000000001,0.00058053,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_skr-cap_statistical,A,seeker-capacity,statistical,medium,fresh,adversarial,0.95,0.05,0.0,0.05001339,0.02311525,0.00216445,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_behavioral,A,source-capacity,behavioral,medium,fresh,adversarial,0.82,0.18,0.0,0.02418959,0.00977047,0.00218089,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_direct,A,source-capacity,direct,medium,fresh,adversarial,0.99,0.0,0.0,0.06033877000000001,0.00133784,0.00023708,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_inferential,A,source-capacity,inferential,medium,fresh,adversarial,0.87,0.11,0.0,0.047256770000000003,0.010299419999999998,0.00084384,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_mechanism,A,source-capacity,mechanism,medium,fresh,adversarial,0.95,0.05,0.0,0.043445460000000005,0.01039534,0.00087072,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-cap_statistical,A,source-capacity,statistical,medium,fresh,adversarial,0.99,0.0,0.0,0.05028322,0.0036431799999999998,0.00079012,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_behavioral,A,source-motivation,behavioral,medium,fresh,adversarial,0.97,0.03,0.0,0.03608276,0.0063912199999999995,0.00247232,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_direct,A,source-motivation,direct,medium,fresh,adversarial,1.0,0.0,0.0,0.07547061000000001,0.00042879,4.548e-05,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_inferential,A,source-motivation,inferential,medium,fresh,adversarial,0.5,0.5,0.0,0.02175954,0.02327243,0.00108137,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_mechanism,A,source-motivation,mechanism,medium,fresh,adversarial,1.0,0.0,0.0,0.06026307,0.0031413800000000005,0.00036106,100,SFT
Olmo-3.1-32B-Instruct-SFT,A_src-mot_statistical,A,source-motivation,statistical,medium,fresh,adversarial,1.0,0.0,0.0,0.03665831,0.00244783,0.00050502,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_env_none,B,environmental,inferential,medium,none,adversarial,0.05,0.93,0.02,0.00949363,0.03891817,0.00648898,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_env_stale-qual,B,environmental,inferential,medium,stale-quality,adversarial,0.47,0.53,0.0,0.03912235,0.0459021,0.012087730000000001,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_env_stale-time,B,environmental,inferential,medium,stale-time,adversarial,0.69,0.31,0.0,0.043236,0.02667845,0.008292270000000001,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_no-cue_none,B,no-cue,none,none,none,adversarial,0.0,0.99,0.01,0.0030506300000000004,0.0337061,0.00237774,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_no-cue_stale-qual,B,no-cue,none,none,stale-quality,adversarial,0.92,0.08,0.0,0.02899415,0.012684439999999998,0.00221054,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_no-cue_stale-time,B,no-cue,none,none,stale-time,adversarial,0.97,0.03,0.0,0.030034969999999998,0.00587454,0.00077818,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_skr-cap_none,B,seeker-capacity,inferential,medium,none,adversarial,0.12,0.88,0.0,0.0074868,0.030575869999999998,0.0047025,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_skr-cap_stale-qual,B,seeker-capacity,inferential,medium,stale-quality,adversarial,0.85,0.15,0.0,0.03775697,0.01829559,0.00453193,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_skr-cap_stale-time,B,seeker-capacity,inferential,medium,stale-time,adversarial,0.99,0.01,0.0,0.044728380000000005,0.00841221,0.00271647,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-cap_none,B,source-capacity,inferential,medium,none,adversarial,0.05,0.93,0.0,0.01099234,0.04945862,0.00960306,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-cap_stale-qual,B,source-capacity,inferential,medium,stale-quality,adversarial,0.87,0.13,0.0,0.038444769999999996,0.021551969999999997,0.00492249,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-cap_stale-time,B,source-capacity,inferential,medium,stale-time,adversarial,0.96,0.04,0.0,0.03548165,0.00808827,0.00190745,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-mot_none,B,source-motivation,inferential,medium,none,adversarial,0.01,0.99,0.0,0.0053587899999999996,0.0426172,0.00453308,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-mot_stale-qual,B,source-motivation,inferential,medium,stale-quality,adversarial,0.49,0.51,0.0,0.01930144,0.02356449,0.00240507,100,SFT
Olmo-3.1-32B-Instruct-SFT,B_src-mot_stale-time,B,source-motivation,inferential,medium,stale-time,adversarial,0.44,0.56,0.0,0.01565199,0.020465079999999997,0.00123452,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_env_stat_strong,C,environmental,statistical,strong,fresh,adversarial,0.86,0.12,0.0,0.07984374,0.03494687,0.00382397,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_env_stat_weak,C,environmental,statistical,weak,fresh,adversarial,0.93,0.05,0.0,0.08010011,0.0285353,0.00299309,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_skr-cap_stat_strong,C,seeker-capacity,statistical,strong,fresh,adversarial,0.69,0.31,0.0,0.03703128,0.02474668,0.00333601,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_skr-cap_stat_weak,C,seeker-capacity,statistical,weak,fresh,adversarial,0.95,0.05,0.0,0.05420842000000001,0.01984928,0.00090822,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-cap_stat_strong,C,source-capacity,statistical,strong,fresh,adversarial,0.99,0.0,0.0,0.056586920000000006,0.0015238299999999999,0.00050924,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-cap_stat_weak,C,source-capacity,statistical,weak,fresh,adversarial,0.95,0.04,0.0,0.043871440000000005,0.01228141,0.00072442,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-mot_stat_strong,C,source-motivation,statistical,strong,fresh,adversarial,0.99,0.0,0.0,0.04057925,0.00203812,0.00043671000000000004,100,SFT
Olmo-3.1-32B-Instruct-SFT,C_src-mot_stat_weak,C,source-motivation,statistical,weak,fresh,adversarial,1.0,0.0,0.0,0.03649658,0.0041412,0.00059212,100,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_fresh,D,no-cue,none,none,fresh,cooperate,1.0,0.0,0.0,0.05823975,0.00024839,4.934e-05,100,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_none,D,no-cue,none,none,none,cooperate,0.99,0.0,0.01,0.03225714,0.0034135,0.00220116,100,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_stale-qual,D,no-cue,none,none,stale-quality,cooperate,1.0,0.0,0.0,0.039873660000000005,0.0016680500000000001,0.000578,100,SFT
Olmo-3.1-32B-Instruct-SFT,D_cooperate_stale-time,D,no-cue,none,none,stale-time,cooperate,0.99,0.0,0.0,0.03993588,0.00031745000000000005,0.00010781000000000001,100,SFT
