pair,scenario,condition,class,turn,agent,logprob_diff
v0.3×v0.3,key,ignorance_deceive,tell_location,0,1,-0.8374547958374023
v0.2×v0.3,pkg,ignorance_deceive,tell_location,0,1,-2.287888526916504
v0.3×v0.2,pkg,ignorance_deceive,tell_location,0,1,-0.759455680847168
v0.3×v0.3,pkg,ignorance_deceive,tell_location,0,1,-0.759455680847168
v0.2×v0.2,wallet,ignorance_deceive,tell_location,0,1,-0.4705085754394531
v0.2×v0.3,wallet,ignorance_deceive,tell_location,0,1,-0.4702024459838867
v0.3×v0.2,wallet,ignorance_deceive,tell_location,0,1,-0.22276067733764648
v0.3×v0.3,wallet,ignorance_deceive,tell_location,0,1,-0.22297143936157227
v0.2×v0.2,key,ignorance_help,tell_location,0,1,2.0559864044189453
v0.2×v0.3,key,ignorance_help,tell_location,0,1,2.0559864044189453
v0.3×v0.2,key,ignorance_help,tell_location,0,1,1.5145883560180664
v0.3×v0.3,key,ignorance_help,tell_location,0,1,1.5145883560180664
v0.2×v0.2,pkg,ignorance_help,tell_location,0,1,1.962812900543213
v0.2×v0.3,pkg,ignorance_help,tell_location,0,1,1.962812900543213
v0.3×v0.2,pkg,ignorance_help,tell_location,0,1,1.5961804389953613
v0.3×v0.3,pkg,ignorance_help,tell_location,0,1,1.5961804389953613
v0.2×v0.2,wallet,ignorance_help,tell_location,0,1,0.7522869110107422
v0.2×v0.3,wallet,ignorance_help,tell_location,0,1,0.7522869110107422
v0.3×v0.2,wallet,ignorance_help,tell_location,0,1,0.5184307098388672
v0.3×v0.3,wallet,ignorance_help,tell_location,0,1,0.5184307098388672
v0.2×v0.2,key,shared_deceive,tell_location,0,1,-1.8148341178894043
v0.2×v0.3,key,shared_deceive,tell_location,0,1,-1.8148341178894043
v0.3×v0.2,key,shared_deceive,tell_location,0,1,-0.8374547958374023
v0.3×v0.3,key,shared_deceive,tell_location,0,1,-0.8374547958374023
v0.2×v0.2,pkg,shared_deceive,tell_location,0,1,-2.287888526916504
v0.2×v0.3,pkg,shared_deceive,tell_location,0,1,-2.287888526916504
v0.3×v0.2,pkg,shared_deceive,tell_location,0,1,-0.759455680847168
v0.3×v0.3,pkg,shared_deceive,tell_location,0,1,-0.759455680847168
v0.2×v0.2,wallet,shared_deceive,tell_location,0,1,-0.4702024459838867
v0.2×v0.3,wallet,shared_deceive,tell_location,0,1,-0.4702024459838867
v0.3×v0.3,wallet,shared_deceive,tell_location,0,1,-0.22297143936157227
v0.2×v0.2,key,shared_help,tell_location,0,1,2.0559864044189453
v0.2×v0.3,key,shared_help,tell_location,0,1,2.0559864044189453
v0.3×v0.2,key,shared_help,tell_location,0,1,1.5145883560180664
v0.3×v0.3,key,shared_help,tell_location,0,1,1.5145883560180664
v0.2×v0.3,pkg,shared_help,tell_location,0,1,1.961254596710205
v0.3×v0.2,pkg,shared_help,tell_location,0,1,1.5961804389953613
v0.3×v0.3,pkg,shared_help,tell_location,0,1,1.5961804389953613
v0.2×v0.2,wallet,shared_help,tell_location,0,1,0.7522869110107422
v0.2×v0.3,wallet,shared_help,tell_location,0,1,0.7522869110107422
v0.3×v0.2,wallet,shared_help,tell_location,0,1,0.5184307098388672
v0.3×v0.3,wallet,shared_help,tell_location,0,1,0.5184307098388672
v0.2×v0.2,key,false_deceive,want_check,0,1,-2.410763740539551
v0.2×v0.3,key,false_deceive,want_check,0,1,-2.410763740539551
v0.3×v0.2,key,false_deceive,want_check,0,1,-1.376953125
v0.3×v0.3,key,false_deceive,want_check,0,1,-1.376953125
v0.2×v0.2,pkg,false_deceive,want_check,0,1,-2.7378969192504883
v0.2×v0.3,pkg,false_deceive,want_check,0,1,-2.7378969192504883
v0.3×v0.2,pkg,false_deceive,want_check,0,1,-1.2185468673706055
v0.3×v0.3,pkg,false_deceive,want_check,0,1,-1.2185468673706055
v0.2×v0.2,wallet,false_deceive,want_check,0,1,-1.7902960777282715
v0.2×v0.3,wallet,false_deceive,want_check,0,1,-1.7902960777282715
v0.3×v0.2,wallet,false_deceive,want_check,0,1,-1.1350831985473633
v0.3×v0.3,wallet,false_deceive,want_check,0,1,-1.1350831985473633
v0.2×v0.2,key,false_help,want_check,0,1,2.8704824447631836
v0.2×v0.3,key,false_help,want_check,0,1,2.870833396911621
v0.3×v0.2,key,false_help,want_check,0,1,1.9266242980957031
v0.3×v0.3,key,false_help,want_check,0,1,1.9266242980957031
v0.2×v0.3,pkg,false_help,want_check,0,1,3.50241756439209
v0.3×v0.2,pkg,false_help,want_check,0,1,1.882291316986084
v0.3×v0.3,pkg,false_help,want_check,0,1,1.885274887084961
v0.2×v0.3,wallet,false_help,want_check,0,1,0.8217496871948242
v0.3×v0.2,wallet,false_help,want_check,0,1,0.43666934967041016
v0.3×v0.3,wallet,false_help,want_check,0,1,0.43666934967041016
v0.2×v0.2,key,ignorance_deceive,want_check,0,1,-2.410763740539551
v0.2×v0.3,key,ignorance_deceive,want_check,0,1,-2.4094276428222656
v0.3×v0.2,key,ignorance_deceive,want_check,0,1,-1.376953125
v0.3×v0.3,key,ignorance_deceive,want_check,0,1,-1.376953125
v0.2×v0.3,pkg,ignorance_deceive,want_check,0,1,-2.7378969192504883
v0.3×v0.2,pkg,ignorance_deceive,want_check,0,1,-1.2185468673706055
v0.3×v0.3,pkg,ignorance_deceive,want_check,0,1,-1.2185468673706055
v0.2×v0.2,wallet,ignorance_deceive,want_check,0,1,-1.789377212524414
v0.2×v0.3,wallet,ignorance_deceive,want_check,0,1,-1.7902960777282715
v0.3×v0.2,wallet,ignorance_deceive,want_check,0,1,-1.1327176094055176
v0.3×v0.3,wallet,ignorance_deceive,want_check,0,1,-1.1350831985473633
v0.2×v0.2,key,ignorance_help,want_check,0,1,2.870833396911621
v0.2×v0.3,key,ignorance_help,want_check,0,1,2.870833396911621
v0.3×v0.2,key,ignorance_help,want_check,0,1,1.9266242980957031
v0.3×v0.3,key,ignorance_help,want_check,0,1,1.9266242980957031
v0.2×v0.2,pkg,ignorance_help,want_check,0,1,3.50241756439209
v0.2×v0.3,pkg,ignorance_help,want_check,0,1,3.50241756439209
v0.3×v0.2,pkg,ignorance_help,want_check,0,1,1.885274887084961
v0.3×v0.3,pkg,ignorance_help,want_check,0,1,1.885274887084961
v0.2×v0.2,wallet,ignorance_help,want_check,0,1,0.8163866996765137
v0.2×v0.3,wallet,ignorance_help,want_check,0,1,0.8163866996765137
v0.3×v0.2,wallet,ignorance_help,want_check,0,1,0.43666934967041016
v0.3×v0.3,wallet,ignorance_help,want_check,0,1,0.43666934967041016
v0.2×v0.2,key,shared_deceive,want_check,0,1,-2.410763740539551
v0.2×v0.3,key,shared_deceive,want_check,0,1,-2.410763740539551
v0.3×v0.2,key,shared_deceive,want_check,0,1,-1.376953125
v0.3×v0.3,key,shared_deceive,want_check,0,1,-1.376953125
v0.2×v0.2,pkg,shared_deceive,want_check,0,1,-2.7378969192504883
v0.2×v0.3,pkg,shared_deceive,want_check,0,1,-2.7378969192504883
v0.3×v0.2,pkg,shared_deceive,want_check,0,1,-1.2185468673706055
v0.3×v0.3,pkg,shared_deceive,want_check,0,1,-1.2185468673706055
v0.2×v0.2,wallet,shared_deceive,want_check,0,1,-1.7902960777282715
v0.2×v0.3,wallet,shared_deceive,want_check,0,1,-1.7902960777282715
v0.3×v0.3,wallet,shared_deceive,want_check,0,1,-1.1350831985473633
v0.2×v0.2,key,shared_help,want_check,0,1,2.870833396911621
v0.2×v0.3,key,shared_help,want_check,0,1,2.870833396911621
v0.3×v0.2,key,shared_help,want_check,0,1,1.9266242980957031
v0.3×v0.3,key,shared_help,want_check,0,1,1.9266242980957031
v0.2×v0.3,pkg,shared_help,want_check,0,1,3.499359130859375
v0.3×v0.2,pkg,shared_help,want_check,0,1,1.885274887084961
v0.3×v0.3,pkg,shared_help,want_check,0,1,1.885274887084961
v0.2×v0.2,wallet,shared_help,want_check,0,1,0.8163866996765137
v0.2×v0.3,wallet,shared_help,want_check,0,1,0.8163866996765137
v0.3×v0.2,wallet,shared_help,want_check,0,1,0.43666934967041016
v0.3×v0.3,wallet,shared_help,want_check,0,1,0.43666934967041016
v0.2×v0.2,key,false_deceive,will_check,0,1,-2.993861675262451
v0.2×v0.3,key,false_deceive,will_check,0,1,-2.993861675262451
v0.3×v0.2,key,false_deceive,will_check,0,1,-2.040497303009033
v0.3×v0.3,key,false_deceive,will_check,0,1,-2.040497303009033
v0.2×v0.2,pkg,false_deceive,will_check,0,1,-3.2688865661621094
v0.2×v0.3,pkg,false_deceive,will_check,0,1,-3.2688865661621094
v0.3×v0.2,pkg,false_deceive,will_check,0,1,-1.3939995765686035
v0.3×v0.3,pkg,false_deceive,will_check,0,1,-1.3939995765686035
v0.2×v0.2,wallet,false_deceive,will_check,0,1,-2.4955124855041504
v0.2×v0.3,wallet,false_deceive,will_check,0,1,-2.4955124855041504
v0.3×v0.2,wallet,false_deceive,will_check,0,1,-1.5333337783813477
v0.3×v0.3,wallet,false_deceive,will_check,0,1,-1.5333337783813477
v0.2×v0.2,key,false_help,will_check,0,1,3.7334022521972656
v0.2×v0.3,key,false_help,will_check,0,1,3.7332820892333984
v0.3×v0.2,key,false_help,will_check,0,1,2.084745407104492
v0.3×v0.3,key,false_help,will_check,0,1,2.084745407104492
v0.2×v0.3,pkg,false_help,will_check,0,1,3.6306934356689453
v0.3×v0.2,pkg,false_help,will_check,0,1,1.729036808013916
v0.3×v0.3,pkg,false_help,will_check,0,1,1.7270989418029785
v0.2×v0.3,wallet,false_help,will_check,0,1,1.0817527770996094
v0.3×v0.2,wallet,false_help,will_check,0,1,0.17473793029785156
v0.3×v0.3,wallet,false_help,will_check,0,1,0.17473793029785156
v0.2×v0.2,key,ignorance_deceive,will_check,0,1,-2.993861675262451
v0.2×v0.3,key,ignorance_deceive,will_check,0,1,-2.9933156967163086
v0.3×v0.2,key,ignorance_deceive,will_check,0,1,-2.040497303009033
v0.3×v0.3,key,ignorance_deceive,will_check,0,1,-2.040497303009033
v0.2×v0.3,pkg,ignorance_deceive,will_check,0,1,-3.2688865661621094
v0.3×v0.2,pkg,ignorance_deceive,will_check,0,1,-1.3939995765686035
v0.3×v0.3,pkg,ignorance_deceive,will_check,0,1,-1.3939995765686035
v0.2×v0.2,wallet,ignorance_deceive,will_check,0,1,-2.492359161376953
v0.2×v0.3,wallet,ignorance_deceive,will_check,0,1,-2.4955124855041504
v0.3×v0.2,wallet,ignorance_deceive,will_check,0,1,-1.5358729362487793
v0.3×v0.3,wallet,ignorance_deceive,will_check,0,1,-1.5333337783813477
v0.2×v0.2,key,ignorance_help,will_check,0,1,3.7332820892333984
v0.2×v0.3,key,ignorance_help,will_check,0,1,3.7332820892333984
v0.3×v0.2,key,ignorance_help,will_check,0,1,2.084745407104492
v0.3×v0.3,key,ignorance_help,will_check,0,1,2.084745407104492
v0.2×v0.2,pkg,ignorance_help,will_check,0,1,3.6306934356689453
v0.2×v0.3,pkg,ignorance_help,will_check,0,1,3.6306934356689453
v0.3×v0.2,pkg,ignorance_help,will_check,0,1,1.7270989418029785
v0.3×v0.3,pkg,ignorance_help,will_check,0,1,1.7270989418029785
v0.2×v0.2,wallet,ignorance_help,will_check,0,1,1.0774860382080078
v0.2×v0.3,wallet,ignorance_help,will_check,0,1,1.0774860382080078
v0.3×v0.2,wallet,ignorance_help,will_check,0,1,0.17473793029785156
v0.3×v0.3,wallet,ignorance_help,will_check,0,1,0.17473793029785156
v0.2×v0.2,key,shared_deceive,will_check,0,1,-2.993861675262451
v0.2×v0.3,key,shared_deceive,will_check,0,1,-2.993861675262451
v0.3×v0.2,key,shared_deceive,will_check,0,1,-2.040497303009033
v0.3×v0.3,key,shared_deceive,will_check,0,1,-2.040497303009033
v0.2×v0.2,pkg,shared_deceive,will_check,0,1,-3.2688865661621094
v0.2×v0.3,pkg,shared_deceive,will_check,0,1,-3.2688865661621094
v0.3×v0.2,pkg,shared_deceive,will_check,0,1,-1.3939995765686035
v0.3×v0.3,pkg,shared_deceive,will_check,0,1,-1.3939995765686035
v0.2×v0.2,wallet,shared_deceive,will_check,0,1,-2.4955124855041504
v0.2×v0.3,wallet,shared_deceive,will_check,0,1,-2.4955124855041504
v0.3×v0.3,wallet,shared_deceive,will_check,0,1,-1.5333337783813477
v0.2×v0.2,key,shared_help,will_check,0,1,3.7332820892333984
v0.2×v0.3,key,shared_help,will_check,0,1,3.7332820892333984
v0.3×v0.2,key,shared_help,will_check,0,1,2.084745407104492
v0.3×v0.3,key,shared_help,will_check,0,1,2.084745407104492
v0.2×v0.3,pkg,shared_help,will_check,0,1,3.6315555572509766
v0.3×v0.2,pkg,shared_help,will_check,0,1,1.7270989418029785
v0.3×v0.3,pkg,shared_help,will_check,0,1,1.7270989418029785
v0.2×v0.2,wallet,shared_help,will_check,0,1,1.0774860382080078
v0.2×v0.3,wallet,shared_help,will_check,0,1,1.0774860382080078
v0.3×v0.2,wallet,shared_help,will_check,0,1,0.17473793029785156
v0.3×v0.3,wallet,shared_help,will_check,0,1,0.17473793029785156
v0.2×v0.2,key,false_deceive,ava_strategy,1,2,-2.9841508865356445
v0.2×v0.3,key,false_deceive,ava_strategy,1,2,-2.226165771484375
v0.3×v0.2,key,false_deceive,ava_strategy,1,2,-3.061054229736328
v0.3×v0.3,key,false_deceive,ava_strategy,1,2,-2.555818557739258
v0.2×v0.2,pkg,false_deceive,ava_strategy,1,2,-2.444758415222168
v0.2×v0.3,pkg,false_deceive,ava_strategy,1,2,-1.4959077835083008
v0.3×v0.2,pkg,false_deceive,ava_strategy,1,2,-2.579648017883301
v0.3×v0.3,pkg,false_deceive,ava_strategy,1,2,-1.7216625213623047
v0.2×v0.2,wallet,false_deceive,ava_strategy,1,2,-3.392030715942383
v0.2×v0.3,wallet,false_deceive,ava_strategy,1,2,-2.21427059173584
v0.3×v0.2,wallet,false_deceive,ava_strategy,1,2,-3.015875816345215
v0.3×v0.3,wallet,false_deceive,ava_strategy,1,2,-1.51979398727417
v0.2×v0.2,key,false_help,ava_strategy,1,2,-3.673185348510742
v0.2×v0.3,key,false_help,ava_strategy,1,2,-2.39650821685791
v0.3×v0.2,key,false_help,ava_strategy,1,2,-3.6748123168945312
v0.3×v0.3,key,false_help,ava_strategy,1,2,-2.39650821685791
v0.2×v0.3,pkg,false_help,ava_strategy,1,2,-1.8389806747436523
v0.3×v0.2,pkg,false_help,ava_strategy,1,2,-2.864717483520508
v0.3×v0.3,pkg,false_help,ava_strategy,1,2,-1.7863783836364746
v0.2×v0.3,wallet,false_help,ava_strategy,1,2,-2.0212507247924805
v0.3×v0.2,wallet,false_help,ava_strategy,1,2,-3.193375587463379
v0.3×v0.3,wallet,false_help,ava_strategy,1,2,-2.384316921234131
v0.2×v0.2,key,ignorance_deceive,ava_strategy,1,2,-2.8910465240478516
v0.2×v0.3,key,ignorance_deceive,ava_strategy,1,2,-1.5519657135009766
v0.3×v0.2,key,ignorance_deceive,ava_strategy,1,2,-2.8228912353515625
v0.3×v0.3,key,ignorance_deceive,ava_strategy,1,2,-1.7351140975952148
v0.2×v0.3,pkg,ignorance_deceive,ava_strategy,1,2,-1.1164770126342773
v0.3×v0.2,pkg,ignorance_deceive,ava_strategy,1,2,-2.4695959091186523
v0.3×v0.3,pkg,ignorance_deceive,ava_strategy,1,2,-1.0326805114746094
v0.2×v0.2,wallet,ignorance_deceive,ava_strategy,1,2,-2.5288772583007812
v0.2×v0.3,wallet,ignorance_deceive,ava_strategy,1,2,-1.4733376502990723
v0.3×v0.2,wallet,ignorance_deceive,ava_strategy,1,2,-2.102855682373047
v0.3×v0.3,wallet,ignorance_deceive,ava_strategy,1,2,-0.9105639457702637
v0.2×v0.2,key,ignorance_help,ava_strategy,1,2,-3.1319541931152344
v0.2×v0.3,key,ignorance_help,ava_strategy,1,2,-1.920114517211914
v0.3×v0.2,key,ignorance_help,ava_strategy,1,2,-3.1319541931152344
v0.3×v0.3,key,ignorance_help,ava_strategy,1,2,-1.920114517211914
v0.2×v0.2,pkg,ignorance_help,ava_strategy,1,2,-2.4083900451660156
v0.2×v0.3,pkg,ignorance_help,ava_strategy,1,2,-1.4416475296020508
v0.3×v0.2,pkg,ignorance_help,ava_strategy,1,2,-2.2696638107299805
v0.3×v0.3,pkg,ignorance_help,ava_strategy,1,2,-1.4128646850585938
v0.2×v0.2,wallet,ignorance_help,ava_strategy,1,2,-2.838454246520996
v0.2×v0.3,wallet,ignorance_help,ava_strategy,1,2,-1.7513427734375
v0.3×v0.2,wallet,ignorance_help,ava_strategy,1,2,-2.8437442779541016
v0.3×v0.3,wallet,ignorance_help,ava_strategy,1,2,-1.7604031562805176
v0.2×v0.2,key,shared_deceive,ava_strategy,1,2,-3.525188446044922
v0.2×v0.3,key,shared_deceive,ava_strategy,1,2,-1.7432045936584473
v0.3×v0.2,key,shared_deceive,ava_strategy,1,2,-3.339874744415283
v0.3×v0.3,key,shared_deceive,ava_strategy,1,2,-2.5167922973632812
v0.2×v0.2,pkg,shared_deceive,ava_strategy,1,2,-3.3799080848693848
v0.2×v0.3,pkg,shared_deceive,ava_strategy,1,2,-1.4954657554626465
v0.3×v0.2,pkg,shared_deceive,ava_strategy,1,2,-3.5023069381713867
v0.3×v0.3,pkg,shared_deceive,ava_strategy,1,2,-2.0954742431640625
v0.2×v0.2,wallet,shared_deceive,ava_strategy,1,2,-2.804976463317871
v0.2×v0.3,wallet,shared_deceive,ava_strategy,1,2,-1.9787278175354004
v0.3×v0.3,wallet,shared_deceive,ava_strategy,1,2,-1.291083812713623
v0.2×v0.2,key,shared_help,ava_strategy,1,2,-3.599379539489746
v0.2×v0.3,key,shared_help,ava_strategy,1,2,-2.7686853408813477
v0.3×v0.2,key,shared_help,ava_strategy,1,2,-3.599379539489746
v0.3×v0.3,key,shared_help,ava_strategy,1,2,-2.7686853408813477
v0.2×v0.3,pkg,shared_help,ava_strategy,1,2,-1.99107027053833
v0.3×v0.2,pkg,shared_help,ava_strategy,1,2,-3.0480737686157227
v0.3×v0.3,pkg,shared_help,ava_strategy,1,2,-2.0920968055725098
v0.2×v0.2,wallet,shared_help,ava_strategy,1,2,-3.6383185386657715
v0.2×v0.3,wallet,shared_help,ava_strategy,1,2,-2.430501937866211
v0.3×v0.2,wallet,shared_help,ava_strategy,1,2,-3.7888851165771484
v0.3×v0.3,wallet,shared_help,ava_strategy,1,2,-2.8222875595092773
v0.2×v0.2,key,false_deceive,ava_think_location,1,2,-0.03916597366333008
v0.2×v0.3,key,false_deceive,ava_think_location,1,2,-0.06827259063720703
v0.3×v0.2,key,false_deceive,ava_think_location,1,2,-1.7901697158813477
v0.3×v0.3,key,false_deceive,ava_think_location,1,2,-0.7867469787597656
v0.2×v0.2,pkg,false_deceive,ava_think_location,1,2,-0.06579303741455078
v0.2×v0.3,pkg,false_deceive,ava_think_location,1,2,0.4178743362426758
v0.3×v0.2,pkg,false_deceive,ava_think_location,1,2,-1.020087718963623
v0.3×v0.3,pkg,false_deceive,ava_think_location,1,2,-0.18252277374267578
v0.2×v0.2,wallet,false_deceive,ava_think_location,1,2,-0.08110237121582031
v0.2×v0.3,wallet,false_deceive,ava_think_location,1,2,0.21901512145996094
v0.3×v0.2,wallet,false_deceive,ava_think_location,1,2,-0.4136371612548828
v0.3×v0.3,wallet,false_deceive,ava_think_location,1,2,0.06705379486083984
v0.2×v0.2,key,false_help,ava_think_location,1,2,-1.8378944396972656
v0.2×v0.3,key,false_help,ava_think_location,1,2,-0.6175141334533691
v0.3×v0.2,key,false_help,ava_think_location,1,2,-1.8383593559265137
v0.3×v0.3,key,false_help,ava_think_location,1,2,-0.6175141334533691
v0.2×v0.3,pkg,false_help,ava_think_location,1,2,-0.6652231216430664
v0.3×v0.2,pkg,false_help,ava_think_location,1,2,-1.7938337326049805
v0.3×v0.3,pkg,false_help,ava_think_location,1,2,-0.6546516418457031
v0.2×v0.3,wallet,false_help,ava_think_location,1,2,-0.012356281280517578
v0.3×v0.2,wallet,false_help,ava_think_location,1,2,-0.4159841537475586
v0.3×v0.3,wallet,false_help,ava_think_location,1,2,-0.0632166862487793
v0.2×v0.2,key,ignorance_deceive,ava_think_location,1,2,2.154017925262451
v0.2×v0.3,key,ignorance_deceive,ava_think_location,1,2,0.8815784454345703
v0.3×v0.2,key,ignorance_deceive,ava_think_location,1,2,0.8456034660339355
v0.3×v0.3,key,ignorance_deceive,ava_think_location,1,2,0.1280040740966797
v0.2×v0.3,pkg,ignorance_deceive,ava_think_location,1,2,0.16264104843139648
v0.3×v0.2,pkg,ignorance_deceive,ava_think_location,1,2,2.0964622497558594
v0.3×v0.3,pkg,ignorance_deceive,ava_think_location,1,2,0.3892340660095215
v0.2×v0.2,wallet,ignorance_deceive,ava_think_location,1,2,1.4889593124389648
v0.2×v0.3,wallet,ignorance_deceive,ava_think_location,1,2,0.630706787109375
v0.3×v0.2,wallet,ignorance_deceive,ava_think_location,1,2,-0.005635261535644531
v0.3×v0.3,wallet,ignorance_deceive,ava_think_location,1,2,0.26099491119384766
v0.2×v0.2,key,ignorance_help,ava_think_location,1,2,-2.0220470428466797
v0.2×v0.3,key,ignorance_help,ava_think_location,1,2,-0.6113300323486328
v0.3×v0.2,key,ignorance_help,ava_think_location,1,2,-2.0220470428466797
v0.3×v0.3,key,ignorance_help,ava_think_location,1,2,-0.6113300323486328
v0.2×v0.2,pkg,ignorance_help,ava_think_location,1,2,-1.7930560111999512
v0.2×v0.3,pkg,ignorance_help,ava_think_location,1,2,0.24138355255126953
v0.3×v0.2,pkg,ignorance_help,ava_think_location,1,2,-1.656200885772705
v0.3×v0.3,pkg,ignorance_help,ava_think_location,1,2,-0.2590022087097168
v0.2×v0.2,wallet,ignorance_help,ava_think_location,1,2,-0.8931150436401367
v0.2×v0.3,wallet,ignorance_help,ava_think_location,1,2,-0.5661091804504395
v0.3×v0.2,wallet,ignorance_help,ava_think_location,1,2,-0.8168935775756836
v0.3×v0.3,wallet,ignorance_help,ava_think_location,1,2,0.17225027084350586
v0.2×v0.2,key,shared_deceive,ava_think_location,1,2,2.1854429244995117
v0.2×v0.3,key,shared_deceive,ava_think_location,1,2,0.6434955596923828
v0.3×v0.2,key,shared_deceive,ava_think_location,1,2,1.7529492378234863
v0.3×v0.3,key,shared_deceive,ava_think_location,1,2,0.07401323318481445
v0.2×v0.2,pkg,shared_deceive,ava_think_location,1,2,1.8774404525756836
v0.2×v0.3,pkg,shared_deceive,ava_think_location,1,2,0.8086318969726562
v0.3×v0.2,pkg,shared_deceive,ava_think_location,1,2,3.0310797691345215
v0.3×v0.3,pkg,shared_deceive,ava_think_location,1,2,1.3585567474365234
v0.2×v0.2,wallet,shared_deceive,ava_think_location,1,2,1.426541805267334
v0.2×v0.3,wallet,shared_deceive,ava_think_location,1,2,0.716465950012207
v0.3×v0.3,wallet,shared_deceive,ava_think_location,1,2,0.4982776641845703
v0.2×v0.2,key,shared_help,ava_think_location,1,2,0.12439918518066406
v0.2×v0.3,key,shared_help,ava_think_location,1,2,0.2981753349304199
v0.3×v0.2,key,shared_help,ava_think_location,1,2,0.12439918518066406
v0.3×v0.3,key,shared_help,ava_think_location,1,2,0.2981753349304199
v0.2×v0.3,pkg,shared_help,ava_think_location,1,2,0.05433034896850586
v0.3×v0.2,pkg,shared_help,ava_think_location,1,2,-0.6765403747558594
v0.3×v0.3,pkg,shared_help,ava_think_location,1,2,0.2082209587097168
v0.2×v0.2,wallet,shared_help,ava_think_location,1,2,0.37999773025512695
v0.2×v0.3,wallet,shared_help,ava_think_location,1,2,0.32971811294555664
v0.3×v0.2,wallet,shared_help,ava_think_location,1,2,-0.050951480865478516
v0.3×v0.3,wallet,shared_help,ava_think_location,1,2,0.3414597511291504
v0.2×v0.2,key,false_deceive,decision_confidence,1,2,-0.9676342010498047
v0.2×v0.3,key,false_deceive,decision_confidence,1,2,-1.8988776206970215
v0.3×v0.2,key,false_deceive,decision_confidence,1,2,-0.9406347274780273
v0.3×v0.3,key,false_deceive,decision_confidence,1,2,-0.6132364273071289
v0.2×v0.2,pkg,false_deceive,decision_confidence,1,2,-1.0712308883666992
v0.2×v0.3,pkg,false_deceive,decision_confidence,1,2,-2.095762252807617
v0.3×v0.2,pkg,false_deceive,decision_confidence,1,2,-1.983285903930664
v0.3×v0.3,pkg,false_deceive,decision_confidence,1,2,-1.0089311599731445
v0.2×v0.2,wallet,false_deceive,decision_confidence,1,2,2.5449705123901367
v0.2×v0.3,wallet,false_deceive,decision_confidence,1,2,0.14414262771606445
v0.3×v0.2,wallet,false_deceive,decision_confidence,1,2,0.6754970550537109
v0.3×v0.3,wallet,false_deceive,decision_confidence,1,2,-0.2020111083984375
v0.2×v0.2,key,false_help,decision_confidence,1,2,-3.293959617614746
v0.2×v0.3,key,false_help,decision_confidence,1,2,-1.5694761276245117
v0.3×v0.2,key,false_help,decision_confidence,1,2,-3.2943058013916016
v0.3×v0.3,key,false_help,decision_confidence,1,2,-1.5694761276245117
v0.2×v0.3,pkg,false_help,decision_confidence,1,2,-1.1235294342041016
v0.3×v0.2,pkg,false_help,decision_confidence,1,2,-3.217177391052246
v0.3×v0.3,pkg,false_help,decision_confidence,1,2,-1.3454957008361816
v0.2×v0.3,wallet,false_help,decision_confidence,1,2,-0.9206409454345703
v0.3×v0.2,wallet,false_help,decision_confidence,1,2,-2.7248945236206055
v0.3×v0.3,wallet,false_help,decision_confidence,1,2,-1.2986249923706055
v0.2×v0.2,key,ignorance_deceive,decision_confidence,1,2,-1.1112251281738281
v0.2×v0.3,key,ignorance_deceive,decision_confidence,1,2,-0.7790145874023438
v0.3×v0.2,key,ignorance_deceive,decision_confidence,1,2,0.46117496490478516
v0.3×v0.3,key,ignorance_deceive,decision_confidence,1,2,-1.421816349029541
v0.2×v0.3,pkg,ignorance_deceive,decision_confidence,1,2,-2.7909202575683594
v0.3×v0.2,pkg,ignorance_deceive,decision_confidence,1,2,-3.508760452270508
v0.3×v0.3,pkg,ignorance_deceive,decision_confidence,1,2,-1.8699636459350586
v0.2×v0.2,wallet,ignorance_deceive,decision_confidence,1,2,0.6860551834106445
v0.2×v0.3,wallet,ignorance_deceive,decision_confidence,1,2,-1.072843074798584
v0.3×v0.2,wallet,ignorance_deceive,decision_confidence,1,2,-0.20154285430908203
v0.3×v0.3,wallet,ignorance_deceive,decision_confidence,1,2,-0.8197813034057617
v0.2×v0.2,key,ignorance_help,decision_confidence,1,2,0.5086555480957031
v0.2×v0.3,key,ignorance_help,decision_confidence,1,2,-0.398806095123291
v0.3×v0.2,key,ignorance_help,decision_confidence,1,2,0.5086555480957031
v0.3×v0.3,key,ignorance_help,decision_confidence,1,2,-0.398806095123291
v0.2×v0.2,pkg,ignorance_help,decision_confidence,1,2,-3.039033889770508
v0.2×v0.3,pkg,ignorance_help,decision_confidence,1,2,-1.5298757553100586
v0.3×v0.2,pkg,ignorance_help,decision_confidence,1,2,-2.687300682067871
v0.3×v0.3,pkg,ignorance_help,decision_confidence,1,2,-1.7670183181762695
v0.2×v0.2,wallet,ignorance_help,decision_confidence,1,2,-0.9934577941894531
v0.2×v0.3,wallet,ignorance_help,decision_confidence,1,2,-0.6605539321899414
v0.3×v0.2,wallet,ignorance_help,decision_confidence,1,2,-1.407623291015625
v0.3×v0.3,wallet,ignorance_help,decision_confidence,1,2,-0.20845985412597656
v0.2×v0.2,key,shared_deceive,decision_confidence,1,2,-3.5149192810058594
v0.2×v0.3,key,shared_deceive,decision_confidence,1,2,-1.7914929389953613
v0.3×v0.2,key,shared_deceive,decision_confidence,1,2,-1.7168378829956055
v0.3×v0.3,key,shared_deceive,decision_confidence,1,2,-0.8530349731445312
v0.2×v0.2,pkg,shared_deceive,decision_confidence,1,2,-3.62921142578125
