checkpoint_label,question_id,n_obs,mean_flip,mean_shift,mean_shift_norm,mean_t2_conf,mean_t4_prob_correct,domain
Base,q0334,14,0.21428571428571427,-0.05426578571428569,-0.8081720654334317,0.06719092857142857,0.012925142857142857,nutrition
Base,q0337,16,0.0625,-0.05254931249999997,-0.5985965749708105,0.083389125,0.0308398125,high_school_biology
Base,q0338,19,0.15789473684210525,-0.1203756842105263,-0.8945626674838509,0.13440573684210527,0.014030052631578948,miscellaneous
Base,q0339,4,0.0,-0.04962124999999998,-0.5345908137812443,0.07995575,0.0303345,miscellaneous
Base,q0341,19,0.05263157894736842,-0.11025521052631576,-0.7431655865250427,0.14689547368421052,0.03664026315789474,miscellaneous
Base,q0344,7,0.14285714285714285,-0.12348599999999998,-0.8440100890754335,0.14142714285714283,0.017941142857142857,jurisprudence
Base,q0345,16,0.25,-0.11241062499999997,-0.838675329671433,0.132873625,0.020463000000000002,philosophy
Base,q0346,9,0.2222222222222222,-0.09023688888888885,-0.6135735830945367,0.1464842222222222,0.056247333333333344,anatomy
Base,q0347,6,0.16666666666666666,-0.05598966666666667,-0.7097240144491531,0.09602866666666666,0.040039,philosophy
Base,q0348,10,0.3,-0.0865541,-0.8295650717062613,0.1029786,0.0164245,philosophy
Base,q0349,19,0.15789473684210525,-0.0745562105263158,-0.7370506941967235,0.10017478947368422,0.02561857894736842,nutrition
Base,q0351,19,0.5263157894736842,-0.0876755789473684,-0.7204960019429553,0.12052842105263158,0.03285284210526316,high_school_biology
Base,q0353,1,0.0,-0.046387,-0.6375869368007258,0.072754,0.026367,astronomy
Base,q0354,1,0.0,-0.093139,-0.7629966412714017,0.12207,0.028931,prehistory
Base,q0355,1,0.0,-0.0351569999999999,-0.33333965430600365,0.105469,0.070312,jurisprudence
Base,q0356,1,0.0,-0.080567,-0.8461586934831697,0.095215,0.014648,high_school_us_history
Base,q0357,18,0.05555555555555555,-0.04540322222222221,-0.5331894569155703,0.08938255555555556,0.043979333333333336,miscellaneous
Base,q0358,14,0.0,-0.08988742857142852,-0.6791469843833119,0.12451185714285715,0.03462442857142857,college_biology
Base,q0359,15,0.0,-0.031290733333333286,-0.43951956914998197,0.07290053333333332,0.0416098,high_school_geography
Base,q0361,6,0.16666666666666666,-0.048571,-0.5995972373804698,0.076253,0.027682,prehistory
Base,q0362,18,0.2222222222222222,-0.1341188333333333,-0.8305554862873952,0.16086155555555556,0.026742722222222223,jurisprudence
Base,q0363,3,0.0,-0.18359366666666663,-0.8934251171646901,0.2054033333333333,0.021809666666666668,high_school_world_history
Base,q0364,6,0.16666666666666666,-0.12869233333333333,-0.8570073607494232,0.15087883333333332,0.022186499999999998,prehistory
Base,q0365,5,0.8,-0.08131079999999999,-0.8875732144963928,0.0901366,0.0088258,high_school_geography
Base,q0366,7,0.14285714285714285,-0.02608842857142857,-0.7682673101720894,0.033709,0.007620571428571429,world_religions
Base,q0368,16,0.0625,-0.114051875,-0.6283647771164222,0.17834475,0.064292875,miscellaneous
Base,q0369,19,0.21052631578947367,-0.0345562631578947,-0.6278592563595384,0.05302989473684211,0.01847363157894737,miscellaneous
Base,q0370,8,0.125,-0.07226574999999998,-0.5788971755973631,0.124878,0.05261225,conceptual_physics
Base,q0371,15,0.0,-0.05918779999999997,-0.6809931354490932,0.08733719999999999,0.028149399999999998,high_school_biology
Base,q0372,19,0.15789473684210525,-0.08016147368421049,-0.6881392733272653,0.11651926315789474,0.03635778947368421,philosophy
Base,q0373,2,0.5,-0.08007800000000001,-0.70196407588152,0.1157225,0.0356445,college_biology
Base,q0374,3,0.6666666666666666,-0.1430103333333333,-0.9633990303029641,0.14892566666666665,0.005915333333333332,philosophy
Base,q0376,5,0.4,-0.060363799999999954,-0.8206533490161692,0.0710938,0.01073,miscellaneous
Base,q0377,12,0.0,-0.03924066666666665,-0.6230262870670146,0.062317000000000004,0.023076333333333334,jurisprudence
Base,q0380,8,0.25,-0.11663187499999997,-0.9240926206945377,0.125793625,0.00916175,high_school_world_history
Base,q0381,1,0.0,-0.021667,-0.693344,0.03125,0.009583,high_school_geography
Base,q0383,10,0.1,-0.10138549999999999,-0.8702183309839977,0.11630860000000001,0.0149231,philosophy
Base,q0384,15,0.06666666666666667,-0.09897859999999997,-0.7521206106557178,0.12994786666666666,0.030969266666666665,high_school_world_history
Base,q0385,5,0.4,-0.01948860000000002,-0.5250150480242629,0.038452200000000006,0.0189636,world_religions
Base,q0386,1,1.0,-0.027771,-0.9063642297650131,0.03064,0.002869,global_facts
Base,q0387,4,0.25,-0.026901249999999974,-0.6046169843244658,0.0460205,0.019119249999999997,nutrition
Base,q0388,15,0.13333333333333333,-0.21030699999999997,-0.7922977913897367,0.26080739999999997,0.0505004,philosophy
Base,q0390,7,0.14285714285714285,-0.08954285714285713,-0.804381864862628,0.11216514285714285,0.022622285714285713,prehistory
Base,q0392,8,0.25,-0.02908337499999996,-0.514061754382933,0.052932875,0.0238495,high_school_european_history
Base,q0393,7,0.0,-0.08010385714285713,-0.8051183332845525,0.09678414285714286,0.016680285714285713,high_school_geography
Base,q0394,8,0.0,-0.09329574999999997,-0.8913854929281801,0.10400375,0.010708,high_school_chemistry
Base,q0395,19,0.0,-0.03904978947368418,-0.27758484347164986,0.27102184210526314,0.23197205263157894,college_biology
Base,q0397,10,0.1,-0.05575579999999999,-0.5816128301390024,0.0785157,0.0227599,miscellaneous
Base,q0398,19,0.2631578947368421,-0.10108221052631579,-0.823108027047326,0.12196747368421051,0.020885263157894737,miscellaneous
Base,q0399,3,0.6666666666666666,-0.057270999999999996,-0.7280196825615156,0.07828766666666666,0.021016666666666666,high_school_us_history
Base,q0403,19,0.05263157894736842,-0.22679684210526313,-0.8916930014913129,0.25421457894736843,0.027417736842105262,prehistory
Base,q0404,19,0.0,-0.21630215789473684,-0.9051273872263598,0.23905226315789477,0.022750105263157894,philosophy
Base,q0406,19,0.05263157894736842,-0.10467215789473683,-0.6983723352349326,0.15098168421052632,0.046309526315789475,miscellaneous
Base,q0407,19,0.2631578947368421,-0.117703,-0.7995990934254663,0.14702405263157894,0.02932105263157895,philosophy
Base,q0408,11,0.09090909090909091,-0.04546554545454542,-0.652217734466615,0.06924709090909091,0.023781545454545458,miscellaneous
Base,q0409,18,0.16666666666666666,-0.06555599999999998,-0.8103472895043576,0.08022727777777777,0.014671277777777778,miscellaneous
Base,q0411,16,0.125,-0.07596193749999998,-0.7817561026029332,0.0962065625,0.020244625,high_school_chemistry
Base,q0412,17,0.35294117647058826,-0.0915875882352941,-0.776765410533825,0.11753200000000001,0.025944411764705883,prehistory
Base,q0413,19,0.0,-0.19849278947368418,-0.8515856359471868,0.23134242105263159,0.032849631578947366,conceptual_physics
Base,q0414,17,0.058823529411764705,-0.04870229411764705,-0.383709198094652,0.12732647058823532,0.07862417647058824,college_biology
Base,q0415,13,0.3076923076923077,-0.10872699999999999,-0.8000517040432602,0.1348406153846154,0.026113615384615388,conceptual_physics
Base,q0416,13,0.23076923076923078,-0.05204892307692304,-0.692137987521137,0.07346769230769232,0.021418769230769234,prehistory
Base,q0419,8,0.125,-0.044281,-0.6644929460640308,0.0634155,0.0191345,world_religions
Base,q0420,19,0.05263157894736842,-0.17553547368421052,-0.8041401958456543,0.2164371052631579,0.04090163157894737,miscellaneous
Base,q0421,11,0.09090909090909091,-0.10095218181818182,-0.6513993965972784,0.15252136363636362,0.05156918181818182,anatomy
Base,q0422,6,0.0,-0.03943916666666665,-0.6667343657897954,0.06197116666666667,0.022532,miscellaneous
Base,q0423,9,0.2222222222222222,-0.16084466666666664,-0.865235934904811,0.18652344444444444,0.02567877777777778,high_school_biology
Base,q0424,1,0.0,-0.023804,-0.7222306502017658,0.032959,0.009155,nutrition
Base,q0426,3,0.3333333333333333,-0.14054399999999997,-0.8347014619365413,0.16862,0.028076,philosophy
Base,q0427,17,0.0,-0.08445829411764703,-0.7105744125897309,0.12166817647058824,0.037209882352941176,miscellaneous
Base,q0428,19,0.21052631578947367,-0.18711447368421052,-0.860214089504435,0.21767057894736844,0.030556105263157895,prehistory
Base,q0429,18,0.05555555555555555,-0.16816477777777777,-0.8390733287090686,0.19889333333333334,0.030728555555555554,conceptual_physics
Base,q0430,15,0.0,-0.04411606666666664,-0.4853158192317733,0.08899733333333333,0.04488126666666667,anatomy
Base,q0431,11,0.0,-0.08298554545454545,-0.7486636324405637,0.11048463636363635,0.027499090909090907,high_school_geography
Base,q0432,19,0.0,-0.11037105263157891,-0.6378958568476507,0.17082147368421052,0.06045042105263158,miscellaneous
Base,q0434,5,0.0,-0.04125979999999998,-0.6204832032587737,0.0661624,0.0249026,high_school_geography
Base,q0435,4,0.25,-0.13140074999999996,-0.812446882070072,0.16381825,0.0324175,miscellaneous
Base,q0436,19,0.21052631578947367,-0.04928584210526314,-0.8963027654548302,0.05491873684210526,0.005632894736842105,nutrition
Base,q0437,17,0.17647058823529413,-0.237773294117647,-0.8795414981307288,0.2691291176470588,0.03135582352941176,prehistory
Base,q0438,15,0.06666666666666667,-0.1618734,-0.7666488835756684,0.21171879999999998,0.049845400000000005,college_biology
Base,q0440,16,0.25,-0.11281587499999998,-0.7365585342308217,0.1511231875,0.0383073125,high_school_biology
Base,q0441,18,0.16666666666666666,-0.10482444444444444,-0.7011834102230806,0.14605038888888888,0.04122594444444445,conceptual_physics
Base,q0442,13,0.23076923076923078,-0.1477333076923077,-0.8019036086702152,0.18254223076923076,0.03480892307692308,high_school_biology
Base,q0443,17,0.17647058823529413,-0.09161188235294115,-0.8596292496698255,0.10647405882352942,0.014862176470588236,miscellaneous
Base,q0444,19,0.05263157894736842,-0.18863552631578945,-0.8157179474272612,0.23129110526315788,0.04265557894736842,prehistory
Base,q0445,17,0.11764705882352941,-0.13036052941176468,-0.7635759752374026,0.1704965294117647,0.040136000000000005,prehistory
Base,q0446,2,0.0,-0.12634249999999994,-0.7584138579285216,0.16601549999999998,0.039673,philosophy
Base,q0448,13,0.0,-0.17343384615384613,-0.750810179349976,0.22633730769230767,0.052903461538461545,jurisprudence
Base,q0449,16,0.1875,-0.06984325,-0.797286233732474,0.0870361875,0.0171929375,high_school_world_history
Base,q0453,1,1.0,-0.0083009999999999,-0.15668472413597653,0.052979,0.044678,college_chemistry
Base,q0454,4,0.25,-0.07132299999999997,-0.6474741510431562,0.10595674999999999,0.034633750000000005,philosophy
Base,q0455,19,0.15789473684210525,-0.156385,-0.6020548498293387,0.25503710526315787,0.09865210526315789,astronomy
Base,q0456,19,0.05263157894736842,-0.11107631578947368,-0.8302300401472933,0.13270963157894736,0.021633315789473685,miscellaneous
Base,q0460,19,0.10526315789473684,-0.09385599999999998,-0.7024240223781041,0.13234994736842104,0.03849394736842105,miscellaneous
Base,q0462,17,0.47058823529411764,-0.16601723529411763,-0.8191932047217246,0.2016314117647059,0.03561417647058823,miscellaneous
Base,q0463,6,0.16666666666666666,-0.13404333333333332,-0.8356756900412295,0.16096983333333334,0.026926500000000003,high_school_chemistry
Base,q0464,15,0.4666666666666667,-0.11459559999999999,-0.9270008507558415,0.12265633333333333,0.008060733333333334,miscellaneous
Base,q0469,7,0.14285714285714285,-0.08100657142857139,-0.8573868613460017,0.09350585714285715,0.012499285714285715,world_religions
Base,q0470,17,0.23529411764705882,-0.09276170588235294,-0.7976009762968391,0.116814,0.02405229411764706,philosophy
Base,q0471,12,0.5,-0.08284491666666666,-0.6029784014211877,0.13972958333333332,0.05688466666666667,anatomy
Base,q0472,8,0.75,-0.026397124999999973,-0.8457139276996082,0.03086875,0.004471625,high_school_us_history
Base,q0474,3,0.0,-0.03271466666666666,-0.26278509917625703,0.10416666666666667,0.071452,high_school_biology
Base,q0476,19,0.05263157894736842,-0.33172926315789475,-0.8524630634428627,0.38836342105263155,0.056634157894736845,miscellaneous
Base,q0477,17,0.23529411764705882,-0.08998717647058822,-0.7511895950695843,0.11891076470588235,0.028923588235294118,high_school_biology
Base,q0478,7,0.7142857142857143,-0.05888828571428571,-0.7696472451903252,0.07686971428571429,0.01798142857142857,world_religions
Base,q0479,15,0.06666666666666667,-0.09565646666666665,-0.7087663798175132,0.13603526666666668,0.040378800000000006,high_school_biology
Base,q0480,14,0.5,-0.06289021428571427,-0.6696283645926379,0.09423828571428572,0.03134807142857143,high_school_biology
Base,q0482,13,0.38461538461538464,-0.06882415384615383,-0.8001742617189787,0.08535538461538462,0.01653123076923077,global_facts
Base,q0483,7,0.2857142857142857,-0.09288657142857137,-0.7387578712109953,0.12416285714285714,0.031276285714285715,high_school_world_history
Base,q0484,10,0.0,-0.08304439999999996,-0.6574338165190445,0.1225098,0.0394654,high_school_biology
Base,q0485,18,0.3333333333333333,-0.08362338888888887,-0.9178923844593441,0.09084733333333334,0.007223944444444445,prehistory
Base,q0487,10,0.8,-0.1481771,-0.8858661498972774,0.168701,0.0205239,high_school_world_history
Base,q0489,16,0.25,-0.058693937499999994,-0.7857384719443402,0.07333375,0.0146398125,nutrition
Base,q0490,19,0.0,-0.20088915789473683,-0.694907820963496,0.2785772631578947,0.07768810526315789,miscellaneous
Base,q0491,1,0.0,-0.057128,-0.7748270717482707,0.07373,0.016602,global_facts
Base,q0492,17,0.0,-0.13531147058823526,-0.6884498906545027,0.19617429411764706,0.06086282352941176,high_school_geography
Base,q0493,16,0.1875,-0.11640118749999996,-0.7568188457982077,0.14788825,0.0314870625,high_school_biology
Base,q0495,7,0.14285714285714285,-0.07982957142857143,-0.6379810679264012,0.12744128571428573,0.04761171428571429,high_school_world_history
Base,q0496,3,0.6666666666666666,-0.04431133333333329,-0.5751896636609999,0.07552066666666667,0.031209333333333335,miscellaneous
Base,q0497,16,0.0625,-0.027570812499999986,-0.39918949463076103,0.0688325,0.0412616875,nutrition
Base,q0498,1,0.0,-0.026123,-0.5846949281525583,0.044678,0.018555,conceptual_physics
Base,q0499,8,0.625,-0.06311537499999999,-0.8438235024903825,0.074707,0.011591625,miscellaneous
Base,q0500,6,0.16666666666666666,-0.06947616666666663,-0.6433832029231759,0.108236,0.038759833333333334,conceptual_physics
DPO,q0001,18,0.2777777777777778,-0.16375877777777775,-0.49893101589925554,0.3001302777777778,0.13637149999999998,college_biology
DPO,q0003,18,0.1111111111111111,-0.021281,-0.1756855931519494,0.28368472222222224,0.2624037222222222,prehistory
DPO,q0004,9,0.4444444444444444,-0.06272755555555556,-0.6633124476412022,0.093194,0.030466444444444445,high_school_us_history
DPO,q0005,13,0.6923076923076923,-0.2975972307692308,-0.637349926793251,0.45222353846153845,0.1546263076923077,philosophy
DPO,q0006,18,0.1111111111111111,0.19571472222222222,0.1556738239968987,0.19118249999999998,0.3868972222222222,philosophy
DPO,q0009,4,1.0,-0.30850999999999995,-0.715584282304981,0.41406275000000003,0.10555275,conceptual_physics
DPO,q0010,17,0.11764705882352941,-0.07291094117647057,-0.29061574813331376,0.2859030588235294,0.21299211764705883,high_school_biology
DPO,q0011,1,0.0,-0.1660159999999999,-0.5120489545646613,0.324219,0.158203,high_school_world_history
DPO,q0012,7,0.5714285714285714,-0.37598985714285715,-0.39599395995013126,0.7483259999999999,0.37233614285714284,philosophy
DPO,q0013,9,0.5555555555555556,-0.14854588888888884,-0.5423293159662448,0.2537977777777778,0.1052518888888889,miscellaneous
DPO,q0014,19,0.5789473684210527,-0.12562557894736842,-0.6771069759816587,0.20226384210526316,0.07663826315789474,high_school_geography
DPO,q0015,17,0.11764705882352941,-0.04390841176470588,-0.365498933299018,0.19671264705882352,0.15280423529411763,miscellaneous
DPO,q0017,3,1.0,-0.516365,-0.9939060421803511,0.519531,0.003166,high_school_us_history
DPO,q0018,18,0.5555555555555556,-0.3029146111111111,-0.29405293117439907,0.6908637222222223,0.3879491111111111,miscellaneous
DPO,q0019,18,0.5555555555555556,-0.34007027777777776,-0.5561956376887229,0.6047091111111111,0.2646388333333334,astronomy
DPO,q0020,1,1.0,-0.2077639999999999,-0.776461443018484,0.267578,0.059814,miscellaneous
DPO,q0021,1,0.0,-0.113282,-0.9789065267924266,0.115723,0.002441,miscellaneous
DPO,q0022,3,1.0,-0.6531226666666666,-0.9696154540173479,0.6783853333333333,0.02526266666666667,anatomy
DPO,q0023,9,0.0,-0.07854033333333331,-0.8115293163890261,0.09366855555555556,0.015128222222222222,conceptual_physics
DPO,q0024,19,0.631578947368421,-0.4792257894736842,-0.6243225602786355,0.7275905263157895,0.24836473684210528,miscellaneous
DPO,q0025,10,0.3,-0.05131819999999998,-0.0925394509078005,0.5095701,0.45825190000000005,high_school_biology
DPO,q0028,19,0.21052631578947367,-0.16963215789473685,0.033848986470327545,0.8593751578947368,0.689743,nutrition
DPO,q0029,7,0.8571428571428571,-0.2388242857142857,-0.7887458658816463,0.3151507142857143,0.07632642857142857,conceptual_physics
DPO,q0031,19,0.42105263157894735,-0.20292284210526312,-0.5237621277678725,0.40732942105263154,0.20440657894736844,jurisprudence
DPO,q0032,15,0.8,-0.1356871333333333,-0.9071444900312018,0.14941386666666664,0.013726733333333333,high_school_european_history
DPO,q0034,17,0.23529411764705882,0.1381025882352941,0.09641126993758498,0.27151323529411764,0.4096158235294118,world_religions
DPO,q0035,17,0.35294117647058826,-0.05596417647058825,-0.4281883415631981,0.2416563529411765,0.18569217647058825,miscellaneous
DPO,q0036,2,1.0,-0.1180854999999999,-0.9952255334929029,0.118652,0.0005665000000000001,high_school_chemistry
DPO,q0038,11,0.5454545454545454,-0.1781159090909091,-0.632871600227952,0.3245737272727273,0.14645781818181816,philosophy
DPO,q0039,18,0.3333333333333333,-0.0902778888888889,0.09172617114498635,0.6788196111111111,0.5885417222222222,anatomy
DPO,q0040,1,0.0,0.262207,0.27162364865144845,0.034668,0.296875,high_school_us_history
DPO,q0041,1,1.0,-0.6923520000000001,-0.9957429182870424,0.695312,0.00296,anatomy
DPO,q0042,9,0.2222222222222222,-0.13484711111111108,-0.513838601336411,0.30414511111111114,0.169298,prehistory
DPO,q0044,13,0.7692307692307693,-0.027988153846153822,-0.7572549822716046,0.043785923076923076,0.015797769230769233,high_school_world_history
DPO,q0045,3,0.6666666666666666,-0.205252,-0.7962999448163214,0.22167966666666664,0.016427666666666667,high_school_us_history
DPO,q0046,18,0.2222222222222222,0.0056559444444444495,-0.3221835259105323,0.129374,0.13502994444444444,miscellaneous
DPO,q0047,12,0.6666666666666666,-0.06526124999999999,-0.7592645590403239,0.08241783333333334,0.017156583333333333,high_school_physics
DPO,q0048,19,0.5789473684210527,-0.2519844210526316,-0.6503795517887714,0.35190957894736846,0.09992515789473684,miscellaneous
DPO,q0050,7,0.5714285714285714,-0.25491657142857144,-0.8085453663157527,0.29854914285714285,0.04363257142857143,astronomy
DPO,q0051,1,1.0,-0.278587,-0.9974579032356236,0.279297,0.00071,philosophy
DPO,q0052,10,0.6,-0.1898688,-0.5754126847024587,0.2536619,0.0637931,philosophy
DPO,q0053,19,0.5263157894736842,0.0017500526315789471,-0.33959078630894995,0.027499894736842105,0.02924994736842105,miscellaneous
DPO,q0054,16,0.75,-0.014906812499999993,-0.6513360260891943,0.0451470625,0.03024025,high_school_geography
DPO,q0055,14,0.35714285714285715,0.03368292857142855,-0.2960642126200539,0.018839214285714286,0.05252214285714286,high_school_geography
DPO,q0057,3,0.6666666666666666,-0.24440000000000003,-0.5884714744706363,0.4052733333333333,0.16087333333333334,anatomy
DPO,q0058,16,0.625,-0.43189675,-0.6465260903172312,0.6552734375,0.2233766875,nutrition
DPO,q0059,19,0.10526315789473684,0.020487789473684227,-0.021868375620492313,0.40111015789473686,0.42159794736842104,high_school_geography
DPO,q0062,19,0.21052631578947367,-0.26179036842105263,-0.499536884177047,0.5612663157894736,0.29947594736842104,college_biology
DPO,q0063,16,0.375,-0.116053625,-0.4668106986599224,0.2578276875,0.1417740625,astronomy
DPO,q0064,10,0.4,-0.134646,-0.42878074269860067,0.2460693,0.1114233,high_school_us_history
DPO,q0065,10,0.8,-0.5477475,-0.8312067701383965,0.6679688,0.1202213,high_school_geography
DPO,q0068,14,0.7857142857142857,-0.342177,-0.6807764701865796,0.49086228571428575,0.14868528571428571,nutrition
DPO,q0069,16,0.75,0.019219000000000007,-0.5554394397379285,0.016628375,0.035847375,world_religions
DPO,q0070,16,0.625,-0.07852056250000002,-0.4845339007565213,0.117423875,0.0389033125,high_school_european_history
DPO,q0071,17,0.4117647058823529,-0.22603700000000002,-0.3853694543987558,0.5509248235294117,0.32488782352941176,conceptual_physics
DPO,q0073,18,0.5555555555555556,-0.12057772222222221,-0.5926332658164081,0.2733832222222222,0.1528055,miscellaneous
DPO,q0074,19,0.15789473684210525,-0.15391342105263153,-0.8700515550515713,0.16527042105263157,0.011357,miscellaneous
DPO,q0075,19,0.15789473684210525,-0.15374505263157895,-0.5987852250978195,0.3371966842105263,0.18345163157894737,miscellaneous
DPO,q0076,15,0.6666666666666666,-0.0041639333333333564,-0.4272473458505169,0.08955880000000001,0.08539486666666667,prehistory
DPO,q0078,19,0.5263157894736842,0.04312421052631577,-0.43080699259757577,0.049187894736842104,0.09231210526315789,college_biology
DPO,q0081,18,0.7222222222222222,-0.058589000000000016,-0.5189912869623052,0.17735800000000002,0.118769,jurisprudence
DPO,q0082,19,0.9473684210526315,-0.09545063157894737,-0.9655257220738835,0.09779752631578949,0.002346894736842105,high_school_us_history
DPO,q0083,2,0.5,-0.015136999999999949,-0.543149217869761,0.0322875,0.0171505,high_school_world_history
DPO,q0085,14,0.42857142857142855,-0.016258857142857137,-0.6021697847181428,0.022186357142857143,0.0059275000000000005,high_school_european_history
DPO,q0086,16,0.25,-0.13236575,-0.4226956631472334,0.38099675,0.248631,conceptual_physics
DPO,q0087,19,0.21052631578947367,-0.12087457894736844,-0.2140701695473655,0.48838410526315795,0.3675095263157895,philosophy
DPO,q0090,1,1.0,-0.822265,-0.9314157487664417,0.882812,0.060547,anatomy
DPO,q0091,19,0.10526315789473684,-0.08354015789473683,-0.41268003100398676,0.3504061052631579,0.266865947368421,miscellaneous
DPO,q0092,18,0.8888888888888888,-0.22346799999999994,-0.8289550891343641,0.2861870555555555,0.06271905555555556,philosophy
DPO,q0095,5,0.6,-0.1948664,-0.8614548293774567,0.22426779999999996,0.0294014,high_school_us_history
DPO,q0096,15,0.8,-0.009304533333333333,-0.6141009484020368,0.03708886666666667,0.027784333333333334,world_religions
DPO,q0097,2,1.0,-0.157791,-0.9216532221461475,0.1655275,0.0077365,high_school_european_history
DPO,q0098,15,0.5333333333333333,-0.03331659999999998,-0.5678940518957972,0.06771453333333334,0.03439793333333333,miscellaneous
DPO,q0100,11,0.7272727272727273,-0.6414483636363637,-0.8522706014512077,0.7508879090909091,0.10943954545454546,high_school_biology
DPO,q0101,9,1.0,-0.10640388888888888,-0.9299978024887393,0.11824555555555556,0.011841666666666667,nutrition
DPO,q0104,4,1.0,-0.62984675,-0.9937706835621415,0.63378875,0.003942,prehistory
DPO,q0105,1,0.0,0.625,0.9638546784735008,0.351562,0.976562,miscellaneous
DPO,q0106,15,0.8,-0.04195126666666667,-0.7800867498552068,0.06064253333333334,0.018691266666666664,high_school_world_history
DPO,q0107,7,1.0,-0.8151471428571428,-0.966903981066558,0.8420757142857143,0.02692857142857143,prehistory
DPO,q0108,1,1.0,-0.459717,-0.9973510537208908,0.460938,0.001221,miscellaneous
DPO,q0109,19,0.05263157894736842,0.02698184210526315,-0.364266647177709,0.11136652631578947,0.13834836842105264,world_religions
DPO,q0110,19,0.6842105263157895,-0.36828926315789473,-0.6929757265406908,0.5434312631578947,0.175142,miscellaneous
DPO,q0112,18,0.7777777777777778,-0.24685238888888886,-0.930289109444558,0.25879583333333334,0.011943444444444444,miscellaneous
DPO,q0113,2,1.0,-0.964503,-0.9996446552136876,0.9648435,0.0003405,college_biology
DPO,q0114,18,0.2777777777777778,0.03446583333333331,-0.20033997480373394,0.027704444444444445,0.062170277777777776,miscellaneous
DPO,q0115,12,0.16666666666666666,0.05506016666666666,-0.24954346157528426,0.12760416666666666,0.18266433333333335,high_school_biology
DPO,q0118,17,0.47058823529411764,-0.08385529411764704,-0.6746161734248387,0.15111582352941177,0.0672605294117647,world_religions
DPO,q0119,9,0.5555555555555556,-0.05836244444444441,-0.6337934819490623,0.15375444444444444,0.095392,nutrition
DPO,q0121,15,0.26666666666666666,-0.0480686,-0.5716797485437278,0.13214513333333333,0.08407653333333334,miscellaneous
DPO,q0122,3,0.6666666666666666,-0.21370833333333336,-0.7843346361326082,0.29150400000000004,0.07779566666666667,philosophy
DPO,q0123,14,0.42857142857142855,-0.13678449999999998,-0.7183348025381866,0.1669834285714286,0.030198928571428568,high_school_world_history
DPO,q0124,15,0.5333333333333333,-0.06805786666666667,-0.6300085628134204,0.1757812,0.10772333333333334,prehistory
DPO,q0125,8,0.875,-0.17337675,-0.8499549765057111,0.19299325,0.019616500000000002,world_religions
DPO,q0129,19,0.47368421052631576,-0.05221210526315789,-0.1530443621510821,0.35722273684210526,0.30501063157894737,prehistory
DPO,q0130,5,0.6,-0.1607874,-0.766377169659993,0.17939460000000002,0.018607199999999997,high_school_world_history
DPO,q0131,17,0.5882352941176471,-0.17698141176470586,-0.4599240485499232,0.4319565294117647,0.2549751176470588,prehistory
DPO,q0132,3,1.0,-0.316386,-0.9586327993971674,0.3307293333333334,0.014343333333333333,high_school_geography
DPO,q0133,14,0.21428571428571427,-0.10238435714285714,0.13001363603235128,0.7525112142857143,0.6501268571428571,high_school_biology
DPO,q0134,9,0.5555555555555556,-0.2262927777777778,-0.839422113693723,0.2571614444444445,0.03086866666666667,high_school_physics
DPO,q0135,6,1.0,-0.294971,-0.9829237253934348,0.3006185,0.0056475,nutrition
DPO,q0136,14,0.6428571428571429,-0.3368192857142857,-0.6513296365379858,0.5474332142857143,0.21061392857142858,philosophy
DPO,q0137,8,1.0,-0.47077112499999996,-0.9815173245443589,0.473571625,0.0028005,conceptual_physics
DPO,q0138,17,0.6470588235294118,-0.22633947058823528,-0.8707116800275091,0.27076635294117646,0.04442688235294118,prehistory
DPO,q0139,11,0.9090909090909091,-0.5337855454545455,-0.7720657334203366,0.6495029090909091,0.11571736363636363,miscellaneous
DPO,q0140,19,0.9473684210526315,-0.9320622631578948,-0.946008923242021,0.9856087368421051,0.053546473684210526,nutrition
DPO,q0141,3,0.3333333333333333,-0.148557,-0.8500048571472841,0.180013,0.031456000000000005,high_school_european_history
DPO,q0142,18,0.7222222222222222,-0.5566045000000001,-0.6128214151646072,0.8158093888888889,0.25920488888888893,high_school_biology
DPO,q0143,6,1.0,-0.45205183333333326,-0.9517720139038969,0.47688816666666667,0.024836333333333335,conceptual_physics
DPO,q0144,1,0.0,0.3945309999999999,0.8416661333333332,0.53125,0.925781,nutrition
DPO,q0145,18,0.16666666666666666,-0.1917276111111111,-0.5638359659951941,0.39377172222222223,0.20204411111111112,nutrition
DPO,q0146,4,0.75,-0.1542935,-0.49723262510086674,0.20556649999999999,0.051273,prehistory
DPO,q0148,19,0.5263157894736842,-0.19777384210526316,-0.6954283444085131,0.3439875789473684,0.14621373684210526,miscellaneous
DPO,q0149,7,0.2857142857142857,-0.12724514285714286,-0.7237321795132067,0.1559535714285714,0.028708428571428572,high_school_biology
DPO,q0150,12,0.5833333333333334,-0.08508191666666665,-0.8500407792968575,0.09539808333333333,0.010316166666666666,high_school_us_history
DPO,q0151,19,0.3684210526315789,-0.038512368421052615,-0.4250460649598995,0.29634494736842104,0.2578325789473684,miscellaneous
DPO,q0152,6,0.6666666666666666,-0.12047533333333332,-0.7582404489648824,0.1303505,0.009875166666666666,high_school_physics
DPO,q0153,19,0.15789473684210525,-0.15098747368421053,0.08763615797477008,0.8211348421052631,0.6701473684210526,nutrition
DPO,q0154,10,0.4,-0.027126500000000008,-0.5543911626496489,0.0443788,0.017252299999999998,world_religions
