checkpoint_label,question_id,n_obs,mean_flip,mean_shift,mean_shift_norm,mean_t2_conf,mean_t4_prob_correct,domain
Base,q0050,7,0.7142857142857143,-0.11672428571428571,-0.8401410350465978,0.1420897142857143,0.02536542857142857,astronomy
Base,q0051,1,0.0,-0.030274,-0.43972228677666736,0.068848,0.038574,philosophy
Base,q0052,10,0.2,-0.08593119999999997,-0.7803181789059697,0.1106444,0.024713199999999998,philosophy
Base,q0053,19,0.15789473684210525,-0.08428784210526315,-0.8047511452048943,0.10446652631578947,0.020178684210526314,miscellaneous
Base,q0054,16,0.1875,-0.05047956249999995,-0.8078468558663209,0.060714937499999996,0.010235375,high_school_geography
Base,q0055,14,0.14285714285714285,-0.14789685714285714,-0.7528434313393486,0.18910428571428572,0.04120742857142857,high_school_geography
Base,q0057,3,0.3333333333333333,-0.07141099999999996,-0.6268604067625715,0.11311833333333332,0.04170733333333334,anatomy
Base,q0058,16,0.0625,-0.026191749999999975,-0.4251502825307965,0.061737,0.03554525,nutrition
Base,q0059,19,0.05263157894736842,-0.11381278947368419,-0.8228708556006429,0.13846615789473682,0.024653368421052632,high_school_geography
Base,q0062,19,0.10526315789473684,-0.09465589473684209,-0.7451916100303831,0.12582236842105263,0.031166473684210525,college_biology
Base,q0063,16,0.0625,-0.05576687499999998,-0.4622430995798573,0.1217345,0.065967625,astronomy
Base,q0064,10,0.2,-0.05251619999999997,-0.7631538332884096,0.0686523,0.0161361,high_school_us_history
Base,q0065,10,0.0,-0.04949329999999997,-0.6169083935290673,0.0711669,0.021673599999999998,high_school_geography
Base,q0068,14,0.5,-0.1124900714285714,-0.9454654658927302,0.11858264285714284,0.006092571428571429,nutrition
Base,q0069,16,0.3125,-0.047680062499999974,-0.6584871606931159,0.0665818125,0.018901750000000002,world_religions
Base,q0070,16,0.0625,-0.0754548125,-0.7218868211754536,0.1038208125,0.028366,high_school_european_history
Base,q0071,17,0.23529411764705882,-0.13270288235294117,-0.7713406982339288,0.17296635294117646,0.04026347058823529,conceptual_physics
Base,q0073,18,0.1111111111111111,-0.06313505555555554,-0.7079923734653104,0.09037277777777779,0.027237722222222222,miscellaneous
Base,q0074,19,0.15789473684210525,-0.0735152105263158,-0.761750350232961,0.0963713157894737,0.022856105263157893,miscellaneous
Base,q0075,19,0.05263157894736842,-0.07708631578947366,-0.7722124386962622,0.09953247368421052,0.02244615789473684,miscellaneous
Base,q0076,15,0.0,-0.056880666666666656,-0.7176164138832204,0.0776612,0.020780533333333333,prehistory
Base,q0078,19,0.10526315789473684,-0.04532657894736839,-0.45296143495668906,0.09479084210526316,0.04946426315789474,college_biology
Base,q0081,18,0.1111111111111111,-0.08443349999999998,-0.7128021057639887,0.11325405555555555,0.028820555555555554,jurisprudence
Base,q0082,19,0.7368421052631579,-0.04134489473684209,-0.8319204160831895,0.04947063157894736,0.008125736842105264,high_school_us_history
Base,q0083,2,0.0,-0.01629699999999995,-0.4265781266854418,0.0383305,0.0220335,high_school_world_history
Base,q0085,14,0.5714285714285714,-0.04767085714285712,-0.9002394667492613,0.05299585714285714,0.005325000000000001,high_school_european_history
Base,q0086,16,0.0625,-0.049225812499999966,-0.5221612487333818,0.0942688125,0.045043,conceptual_physics
Base,q0087,19,0.5789473684210527,-0.10304131578947368,-0.8504612957284347,0.12122215789473685,0.01818084210526316,philosophy
Base,q0090,1,1.0,-0.0766599999999999,-0.6181111568015601,0.124023,0.047363,anatomy
Base,q0091,19,0.0,-0.2392835789473684,-0.7235979183011932,0.33305926315789475,0.09377568421052632,miscellaneous
Base,q0092,18,0.1111111111111111,-0.06810838888888886,-0.5768536201013998,0.11254872222222222,0.04444033333333333,philosophy
Base,q0095,5,0.4,-0.0854724,-0.8627831702830937,0.09873080000000001,0.013258399999999998,high_school_us_history
Base,q0096,15,0.06666666666666667,-0.06983633333333332,-0.9050386351954172,0.0772134,0.007377066666666667,world_religions
Base,q0097,2,1.0,-0.1167145,-0.9119148811504929,0.128418,0.0117035,high_school_european_history
Base,q0098,15,0.0,-0.054162533333333325,-0.554301856594757,0.09677726666666667,0.042614733333333335,miscellaneous
Base,q0100,11,0.18181818181818182,-0.19150063636363635,-0.8106054785145126,0.23308772727272728,0.04158709090909091,high_school_biology
Base,q0101,9,0.3333333333333333,-0.03797911111111111,-0.8083459302539562,0.046034,0.00805488888888889,nutrition
Base,q0104,4,0.5,-0.11418924999999996,-0.8670286607093403,0.130127,0.01593775,prehistory
Base,q0105,1,0.0,-0.003418,-0.15300595371323694,0.022339,0.018921,miscellaneous
Base,q0106,15,0.26666666666666666,-0.11543906666666665,-0.8871509893335771,0.12932939999999998,0.013890333333333333,high_school_world_history
Base,q0107,7,0.42857142857142855,-0.11297814285714283,-0.8311066793564752,0.13623028571428572,0.023252142857142857,prehistory
Base,q0108,1,1.0,-0.051452,-0.893000329763785,0.057617,0.006165,miscellaneous
Base,q0109,19,0.10526315789473684,-0.069866,-0.9104126954668131,0.07655736842105264,0.006691368421052632,world_religions
Base,q0110,19,0.0,-0.009055684210526294,-0.31050669631661093,0.055400631578947375,0.04634494736842105,miscellaneous
Base,q0112,18,0.1111111111111111,-0.0926897222222222,-0.8718520455246862,0.10590294444444444,0.013213222222222222,miscellaneous
Base,q0113,2,1.0,-0.0841905,-0.9377136888110523,0.08911150000000001,0.004921,college_biology
