checkpoint_label,question_id,cue_id,value,additive_pred,residual,outcome
RLVR,q0404,c11,0.8571533060269152,-0.42084807978351346,1.2780013858104287,shift_norm
DPO,q0208,c06,0.88073446208262,-0.3954804744798639,1.276214936562484,shift_norm
RLVR,q0349,c14,0.8421024266023521,-0.43353725865137516,1.2756396852537273,shift_norm
DPO,q0019,c02,0.9577456155532479,-0.31763186607629057,1.2753774816295385,shift_norm
RLVR,q0490,c02,0.9999999999999948,-0.2685217421593017,1.2685217421592965,shift_norm
RLVR,q0280,c04,0.9166719999999989,-0.3517680024344009,1.2684400024343998,shift_norm
RLVR,q0456,c08,0.9999999999999999,-0.2678417269268118,1.2678417269268116,shift_norm
RLVR,q0413,c04,1.0,-0.26680867117826157,1.2668086711782616,shift_norm
DPO,q0073,c02,0.9871803287297171,-0.27904818327157876,1.266228512001296,shift_norm
RLVR,q0250,c11,0.9230754082865092,-0.3420735457137757,1.265148954000285,shift_norm
RLVR,q0162,c09,0.9565207712656426,-0.3083889613117953,1.2649097325774379,shift_norm
DPO,q0175,c18,0.9268275930967308,-0.3351677120410677,1.2619953051377986,shift_norm
DPO,q0208,c12,0.921739730510063,-0.3396731051582096,1.2614128356682726,shift_norm
RLVR,q0003,c07,1.0,-0.26114916474345673,1.2611491647434567,shift_norm
RLVR,q0191,c13,0.8749973333333322,-0.38395399346186954,1.2589513267952017,shift_norm
DPO,q0413,c04,0.9916672,-0.26680867117826157,1.2584758711782615,shift_norm
RLVR,q0175,c01,0.9903852307692307,-0.2676637037002639,1.2580489344694945,shift_norm
RLVR,q0046,c07,0.8033629052449188,-0.4532906650914017,1.2566535703363204,shift_norm
DPO,q0028,c12,0.6951222558005943,-0.5613475109753499,1.2564697667759441,shift_norm
RLVR,q0406,c09,0.98412801612392,-0.27173901169865616,1.255867027822576,shift_norm
RLVR,q0369,c03,0.9999999999999998,-0.2550111531026875,1.2550111531026873,shift_norm
RLVR,q0456,c18,1.0,-0.2546458853090576,1.2546458853090576,shift_norm
DPO,q0151,c07,0.6984119889148048,-0.5523888777027971,1.250800866617602,shift_norm
DPO,q0269,c17,0.7692247100293403,-0.4814144931860776,1.2506392032154179,shift_norm
DPO,q0269,c01,0.9999999999999998,-0.24830387277829807,1.2483038727782978,shift_norm
RLVR,q0269,c01,0.999999999999997,-0.24830387277829807,1.2483038727782951,shift_norm
RLVR,q0046,c08,0.8800009557325177,-0.3681075306636934,1.248108486396211,shift_norm
DPO,q0338,c13,0.8235249826822867,-0.4241622685931725,1.247687251275459,shift_norm
DPO,q0271,c05,0.5797654362061787,-0.6674792877226673,1.247244723928846,shift_norm
RLVR,q0269,c15,0.8571393741390447,-0.38999253773965153,1.2471319118786963,shift_norm
DPO,q0062,c09,0.7884603076923077,-0.4567908847623301,1.2452511924546377,shift_norm
RLVR,q0218,c02,0.916672,-0.3257193157182232,1.2423913157182231,shift_norm
DPO,q0490,c02,0.97368598337353,-0.2685217421593017,1.2422077255328317,shift_norm
RLVR,q0403,c11,0.8070162043690713,-0.4336013735601869,1.240617577929258,shift_norm
DPO,q0075,c01,0.9259308422380033,-0.3128265741930303,1.2387574164310335,shift_norm
RLVR,q0208,c12,0.8979603565196494,-0.3396731051582096,1.237633461677859,shift_norm
RLVR,q0349,c04,0.9545486280807097,-0.28187413568922737,1.2364227637699372,shift_norm
RLVR,q0280,c07,0.8529425051953134,-0.37673800980715233,1.2296805150024657,shift_norm
RLVR,q0288,c03,0.9999999999999998,-0.2291382869511004,1.2291382869511,shift_norm
RLVR,q0001,c11,0.9682560322478401,-0.2579005859952882,1.2261566182431283,shift_norm
RLVR,q0230,c11,0.9999999999999999,-0.22540650835341858,1.2254065083534185,shift_norm
RLVR,q0073,c15,0.648648274653247,-0.5736044388534254,1.2222527135066725,shift_norm
RLVR,q0003,c04,0.9855081604713374,-0.23617915737070527,1.2216873178420427,shift_norm
RLVR,q0349,c08,1.0,-0.22166100863427052,1.2216610086342705,shift_norm
RLVR,q0208,c06,0.8260874404523393,-0.3954804744798639,1.2215679149322032,shift_norm
RLVR,q0014,c07,0.5390619999999998,-0.6800266595774519,1.2190886595774517,shift_norm
DPO,q0237,c15,0.7058823529411765,-0.5130040997116313,1.2188864526528078,shift_norm
DPO,q0406,c08,0.9634137965483652,-0.2541533705650057,1.217567167113371,shift_norm
RLVR,q0490,c11,0.9523799848838247,-0.2610540836729124,1.213434068556737,shift_norm
RLVR,q0191,c03,0.8947439334941183,-0.31769909908450666,1.212443032578625,shift_norm
DPO,q0349,c08,0.9896913746417318,-0.22166100863427052,1.2113523832760023,shift_norm
DPO,q0018,c07,0.7073166162991084,-0.50333707843505,1.2106536947341584,shift_norm
RLVR,q0175,c18,0.875008,-0.3351677120410677,1.2101757120410677,shift_norm
DPO,q0081,c14,0.4429320932387034,-0.7668391969658703,1.2097712902045736,shift_norm
DPO,q0153,c08,0.9519236923076922,-0.25758458014796326,1.2095082724556554,shift_norm
RLVR,q0403,c04,0.473681373958034,-0.7348495996805843,1.2085309736386183,shift_norm
RLVR,q0073,c02,0.9285766530134569,-0.27904818327157876,1.2076248362850357,shift_norm
RLVR,q0476,c15,0.7500012307692308,-0.45680982784532015,1.2068110586145508,shift_norm
DPO,q0218,c02,0.8793089750267034,-0.3257193157182232,1.2050282907449266,shift_norm
DPO,q0073,c03,0.9834721234893875,-0.22051403991042795,1.2039861633998155,shift_norm
DPO,q0456,c15,0.8750006153846154,-0.3288305419296072,1.2038311573142226,shift_norm
RLVR,q0091,c13,0.9999999999999996,-0.20209633260863535,1.202096332608635,shift_norm
RLVR,q0114,c08,0.8566302455519629,-0.345351281815066,1.201981527367029,shift_norm
RLVR,q0014,c13,0.831857745476953,-0.36899683558690444,1.2008545810638576,shift_norm
RLVR,q0112,c11,0.6551711961959016,-0.5454937195737176,1.2006649157696192,shift_norm
RLVR,q0129,c01,0.9361689379827226,-0.2640151547828336,1.2001840927655563,shift_norm
DPO,q0129,c09,0.8365763328439118,-0.3623006458750421,1.198876978718954,shift_norm
RLVR,q0455,c11,0.9761919274420643,-0.22259663498276605,1.1987885624248302,shift_norm
RLVR,q0294,c13,0.9999999999999997,-0.19850381480168722,1.1985038148016869,shift_norm
DPO,q0175,c15,0.7884603076923072,-0.40935236866161734,1.1978126763539245,shift_norm
DPO,q0237,c11,0.9852950588235293,-0.21098018564339538,1.1962752444669247,shift_norm
DPO,q0237,c18,0.7570106873954766,-0.4388194430910817,1.1958301304865584,shift_norm
RLVR,q0145,c01,0.9444450765441089,-0.24993612886666683,1.1943812054107759,shift_norm
